"Story","Title","Result","Date","Stability","Duration (s)"
"Registro para nuevos usuarios","Registro fallido de nuevo usuario cuando la contrasena y su campo de confirmacion no coinciden","SUCCESS","2022-03-20T17:01:24.1974163-05:00[America/Bogota]","0.0","23.83"
